titl,push,tag,text,date
[問題] 哪張現金回饋卡學生容易核過,19,,"

有違反板規麻煩指教

現在已持花旗饗樂 1年多

覺得紅利這種東西很虛無飄渺...

想換一張現金回饋功能的卡
可是好像隨便找都是鈦金...

目前是研究生身分 薪資是很難看的...
不過活存跟定存還有儲蓄險是有一些
沒有貸款

不知道有沒有推薦認為好過的現金卡
感謝卡板

--
", 7/29
[心得] 國泰Costco 白金卡,2,,"

[職業類別] : 經銷商員工

[目前工作年資] : 12

[年齡] : 38

[年收入] : 35K * 12

[可提供之財力證明] : 華南薪轉存褶只剩380K 跟富邦信用卡消費紀錄一年消費約3~5萬

[已持有的卡片與額度] : 花旗響樂 98K，富邦數位卡 300K，
                       中信美國運通 290K，華南現金回饋卡200K。

[是否有無貸款] : 青年貸款 房貸300萬 , 上個月剛結束國泰6年6萬美金保單

[最近3個月內有無申辦] : 無

因為懶得帶現金太多出門才辦卡 順便讓老婆跟人一卡換一卡換業績
托老婆跟人交換信用卡業績 拿到申請書填完附上存摺照片
9/27送出 10/14收到卡 無任何電話照會
存摺裡面存款只有380K 收到卡片額度居然390K 比存摺的錢還高...

拿到卡馬上就在COSTCO消費4千多，拿500多利金，APP可確認活動登錄成功。
使用國泰APP隔天收到淘寶網消費滿11000送1100登錄活動訊息，名額500個而已，
我一按下登錄已經9XX號了，本版查了一下相關訊息，
國泰活動不會有額滿禁止登錄的動作，當場就放棄這活動，因為不可確定性太高。
花旗,富邦,華南都會有通知刷卡活動額滿，這種做法比較好也比較有保障。

還有收到付款通知，我就去繳款有跨行手續費10元問題。
這點來說我覺得花旗會每月補助10元跟富邦不收，這兩家比較好。

這樣看下來我大概只有在Costco消費才會使用這張卡片，
淘寶網繼續用富邦或是華南跟花旗。

--
",10月24日
[心得] 感動的玉山美元雙幣核卡,4,,"

[職業類別] 物業管理

[工作年資] 近六個月

[年齡年收] 41歲，填430K

[申辦卡別] 玉山美元雙幣卡

[財力證明] 最近三個月薪資單 + 薪轉紀錄

[有無貸款] 無

[三個月內申辦] 六月份申請澳盛未核卡

[持有卡片額度] 目前未持卡

換句話說就是年輕時其實是有信用卡的
但因為少不更事，把自己搞得狼狽不勘
後來索性將持有的卡都剪掉，債務也陸續清償完畢
過了好多年沒信用卡、自我反省的日子

沒卡真的是很不方便，尤其在這個電子商務時代

[核卡額度] 未知

[申辦過程]

2017/08/18
E指辦卡填寫申請表提交
上傳辦卡資料 (雙證件 + 最近三個月薪資單)

2017/08/19
上網查詢申請進度：待補財力
補傳財力證明 (薪轉存摺封面 + 最近三個月薪轉紀錄)

2017/08/21
下午信用卡中心經辦人來電照會，沒接到電話
經辦人傳簡訊告知：申請人親自電洽客服中心確認申請資料

2017/08/22
上午致電經辦人，開會中
對方告知請經辦人回電，未回

2017/08/23
上午再次致電經辦人，完成申請資料確認
經辦人告知：需再致電上班地點照會，核卡後將以簡訊通知
晚間查詢申請進度：已核准通過，製卡中

等代收取信用卡中

[辦卡心得]

最近剛好有境外投資與消費的需求
所以就嘗試申請了這張美元雙幣卡
發卡銀行剛好也是目前的薪轉銀行
現職到任也將近六個月
不知是否因為這樣才得以核卡
其實之前除了澳盛之外還申請過國泰世華
這兩家還是當年往來情況相對良好的
但結果都是沒電話照會就直接未通過
讓我不禁開始擔心：難道再也沒有機會了？
幸好，玉山給過了

感謝玉山銀行給我再次用卡的機會
我會好好珍惜

--
Sent from my Windows

--
", 8/24
[討論] AE什麼時候應開放ApplePay?,5,,"

美國、香港都可以綁AE了...

台灣到現在都還綁AE，之前聽版友的分析說台灣AE層級在香港之下，由香港AE主導，那怎
麼這方面沒跟上香港的腳步？

加上全世界最高的大白年費，與今年新砍的300鎂香格里拉住宿折扣...（客服說沒有其他
補償新權益，僅說是合作終止）

大白的金屬卡也遙遙無期（晶片卡才剛跟進而已）

對於AE的盼望只剩FHR(台灣會員還不能用FHR官網預訂XD)、晶華的牛排與相對優質的秘書
服務了@@

--
",11月9日
Fw: [分享] 持pp龍騰卡可進的新加坡1航dnata貴賓室,0,,"



作者: kenny53 (enjoy flight) 看板: Aviation
標題: [分享] 持pp龍騰卡可進的新加坡1航dnata貴賓室
時間: Sat Sep 23 20:07:54 2017

網誌好讀版：



ptt文字版：

新加坡樟宜機場Dnata第1航廈貴賓室，是國泰航空配合的貴賓室，它是新加坡第2大地勤
代理公司旗下一員。以前曾來過一次，2017年再次造訪，已經是新面貌。這次透過國泰航
空使用Dnata貴賓室，若持龍騰卡或PP（Priority Pass）卡也是可以進來使用。

過了第一航廈的移民官後，在管制區的3樓，指標明確位置好找。

長方型空間，佔地806平方公尺。

入口前的藝術品。

休息區環境溫馨且有各式座椅，有個人沙發也有情侶座位，USB充電插座多，高速WIFI也
是必備。地板也混合使用堅硬木質及毛毯，以減少乘客來往的噪音。

熱飲及酒水吧台。

咖啡選自墨爾本的hudsons coffee。

Latte。

現作咖啡目錄及茶包品牌為Dilmah。

各式冷飲及海尼根。

在貴賓室的尾端也有冷、熱飲吧台，方便後端乘客取用。

自助餐點冷、熱食區。

Dnata的熱食種類不多，但味道都很不錯！尤其是""辣死你媽（Nasi Lemak）""，真的是好
吃。

另外無意間發現有新加坡的在地泡麵，只是不知道為何要放在這麼皮的地方。

Dnata也有提供淋浴功能，對於即將登機又滿身是汗的旅人來說，是最好不過的服務。

後記：
持龍騰卡或PP卡，都可以使用樟宜機場第1航廈的環亞貴賓室及Dnata貴賓室，但我覺得
Dnata會比較優。
【延伸閱讀：環亞貴賓室--新加坡樟宜機場第1航廈 
 】

雖然環亞有很棒的VIEW，可以看飛機起降，還可以近觀飛機落地靠橋後至後推起飛的整個
工作流程，但各式餐點卻不是很好吃；Dnata雖然沒有現作餐點，但它們的熱食還蠻好吃
的，而且各式酒類飲料都不須再付費，而且還有來自墨爾本的hudsons coffee。

取材時間：2017.05

--
  臉皮厚一點  日子就好過一點

--

                                    09/23 22:22

", 9/23
[心得] 花旗現金回饋 小白核卡,5,,"

[職稱]：工程師

[學歷]：碩士

[目前工作年資]：三個月

[年齡]：24

[年收入]：月70k 填800K

[提供財力證明]：薪資轉帳證明三個月，名片

[是否貸款]：無

[已持有信用卡]：無

[核卡額度]：256k

[心得]：第一次辦卡是因為看電影不想再排隊，就在巨城的威秀被吸引去辦了張卡,當初
不知道年薪影響核卡額度,隨意填了一個一定合理的數字，可是額度好像算高

有人知道這是怎麼核定額度的嗎？

--
", 9/02
[情報] 玉山悠遊debie卡 活動登錄,16,,"


10月的開放登錄囉,搶不到jcb的可以搶這檔,限量1500名
我把推文的短網址放上來囉




-----
Sent from JPTT on my iPhone

--
",10月1日
[心得] 富邦數位生活卡刷機票之旅遊不便險,9,,"

有使用富邦數位生活卡的卡友們
以下是我親身經歷，提醒各位也提醒我自己

使用這張卡刷了2張飛往歐洲的機票
運氣非常的不好，遇到了引擎故障，所以班機delay了20小時才飛
當下在得知班機不飛的時候
有詢問信用卡公司，刷這張是否有保障旅遊不便險
當時得到的回覆是""有的""
在我回國之後開始整理資料並提出申請
最後得到的結果是沒理賠到任何一毛錢
因為刷富邦數位生活卡的旅遊不便險只保障""實支實付""
並沒有保障定額給付....
而當時的住宿、交通和吃飯，航空公司都安排好了
所以我並沒有發票單據，所以實支實付就不會用到
現在我只能默默認了這個事實
只怪自己沒詳細確認好內容

富邦數位生活卡所包含的旅遊不便險只有""實支實付""
並非可自由選擇定額給付5,000元(免收據)或是實支實付25,000元
(需檢附餐食費用、交通費用及住宿費用之收據)，
理賠發生時理賠人員將會判定哪個比較有利，以保障客戶的權益。

--
", 8/21
[心得] 中信LINE pay學貸卡債無填收入 核卡,0,,"


[申請卡別] 中國信託 LINE pay卡

[職業類別] 無提供

[職業] 無提供

[目前工作年資] 4~5年

[年齡] 24

[年收入] 無填

[提供財力證明]  無提供

[是否貸款] 學貸1xxk

[已持有信用卡] 中國信託 一般紅利卡(忘記哪張我查一下

[核卡額度] 80K

[辦卡進度]

中信APP送件到審核通過 約18小時

9/28 晚上6點送件
9/29 早上11點 簡訊通知已核卡


光速通過，申請時欠中信卡費還沒繳清XD
財力證明、公司電話等等都沒寫就送出了

---

1. 經我這案例，很明顯你只要有中信的卡 亂寫都能過
所以學貸應該影響低
只是額度略低，還要去調額度

2. APP送件比業務快多了

3. 我另一張中信卡已經使用三年，大學時申請的
遇到很猛業務，申請到一般卡非學生卡(揹學貸+part-time收入)
所以很想要中信卡的小白，也許可找厲害的業務試看看


--

少打一個x 補惹


莎莉超可愛的嘻嘻嘻嘻







看我第三點RRR那才是重點
小白大學生 年齡19 學貸 打工仔
中信業務幫辦 核卡過哦


沒逼你參考你在氣噗噗什麼辣


好喇乖下去領五百惹


唉單純想分享大學生小白審過一般卡
跟今年光速審過加辦卡
分享心得也要噓 不懂欸...


感恩 看來你有看完這篇文章 有兩張核卡心得


我還分享了中信小白大學生核卡心得
豆頁痛

那時還給了十萬額度


對啊 我也覺得很怪
可能是我加辦什麼都沒填?
我就沒打電話去中信問了


真假
因為過半年她跳槽到台新...

我遇過的業務都說，學生有學貸一定是學生卡
只有她保證幫我辦一般卡
不知道怎麼辦到的?



對壓


搜尋中信卡優惠
不要下載到行動達人!那個不能辦歐


10/16 12:31

來我發給尼



最近發現中信無印卡也不錯
每年生日領六百禮券，去門市消費



心得文還要被抹黑創作 傻眼
好啦看來你還真的氣噗噗



樓上的親友團==?
幹嘛刪除 有幫到其他版友我很開心呢^^


剛去查，原來上張被降額度到八萬啊
之前都在自己公司消費刷卡 被懷疑有風險???
重點是我沒收到通知 ==
剛去調額惹 中信品質讚讚



你別降 下面很多辦不過的會噓你
",10月16日
[心得] 好市多御璽卡 核卡,2,,"

[職業類別]：資訊科技業

[工作年資]：7個月

[年齡]：25

[年收入]：400k

[財力證明]：新轉帳戶、及其他家銀行存款明細（約100k)而已

[是否貸款]：學貸約310k

[持有信用卡額度]：
台新 @GOGO 60k
樂天 JCB 60K

[3個月內有無辦卡]：
元大 金鑽JCB 拒絕
樂天JCB 8月中核卡

[審核額度]：50k
9/16 送出
9/18 網銀顯示審核中
9/19 電話照會
9/20 網銀顯示補件
9/22～9/27 出國，但出國前沒收到電話或信件要求補什麼件
9/28 接到電話要求補件，因為好市多卡已過期需先續約
9/29 核准
10/2 收到卡片

心得:
本來打算只辦白金就好，但玉璽的優惠比白金好且只要是好市多會員就免年費。所以就玉璽給他辦下去，反正沒過大不了只核白金，結果盡然過了，不過額度不高就是。

--
",10月2日
[心得] 富邦 機場停車,17,,"

在七月時刷了12月出發機票
刷完才發現富邦免費機場停車
要90天內使用

我最近打了2次客服
希望超過90天可以通融一下
但是都沒辦法（已哭）

同行的表妹刷中信的
客服很乾脆的說
原本也是有時間限制
但是可以幫忙備註
使用免費機場停車

下次我也要刷中信（哭）

--
", 8/13
Re: [討論] 花旗享樂新卡友酷航機票買1送1 ,1,,"

請問有人有買成功嗎?

我試了一個早上都沒有買一送一的價格

打了3個花旗客服都一問三不知

還有個客服居然說活動時段內也不是全都買一送一

聽了差點吐血

想問問是否有人成功買到的?

謝謝




--
", 9/28
[心得] 中信Line Pay/台新@GoGo icash核卡,0,,"



[申請卡別] 台新@GoGo icash御璽卡
                   中信LinePay御璽卡

[職稱]：公部門約聘人員

[目前工作年資] 剛轉任，舊公司6年半

[年齡] 30

[年收入] 隨便填600k

[提供財力證明] 近三個月薪資
                           土銀活存3M
                           中信人民幣60K

[是否貸款] 無

[已持卡片] 元大一番卡 JCB 30K 小白時申請
                   中信中油聯名 60K 當時為了刷全聯
                   台新太陽/昇恒昌聯名 50K 一起申請

[核卡額度] 台新 150K
                   中信 200K


[辦卡進度]
台新
10/17 線上申請
10/18 電話簡單照會，晚上線上看已核卡
10/26 郵局取件24.25派送家裡都剛好沒人

中信
10/03 去開戶順便與女友一起找業務辦
10/06 補財力證明給業務
10/12 女友無照會收到卡了
10/17 線上看進度還沒送件直接線上辦理
10/19 沒接到照會電話
10/20 一樣沒接到，原申辦業務詢問是否有線
           上申請，因重複申請他的被退。
10/21 線上進度說缺件要致電專員
10/23 專員分機分幾個時段撥打無人接聽
10/24 重新撥打，專員回電非常詳細的詢問資
            料後等待通知
10/25 有點迅速的收到卡片(住金門)
            晚上陸續收到補件通知信函跟核卡簡訊

[心得]
這次辦中信真是一波三折，不過還好是都有過
原本刷卡除了去昇恒昌購物以外全用太陽
現在應該可以把太陽換主LinePay輔GOGO

唯一心得大概就是再來申請都會直接線上，加上金門的銀行很少，雖然每個月都會往返台金一到二次，不過這樣真的要等，要找銀行跑，太浪費時間，線上按一按快多了




本身已持卡申請的第一張是元大一番
幫朋友做業績順便破個小白幾乎沒刷過
第二張寄來我連開卡都沒，明年到期前要剪

第二張中油卡是為了可以在全聯刷卡，當時幾乎月月刷爆，當時選中油因為免年費，加油優惠，車麗屋打折，辦好後才發現除了能在全聯刷卡以外，金門全中油民營沒優惠，車麗屋招牌掛車麗屋，但公司行號是別間所以無法折，後來辦了台新後打入冷宮。

第三張跟四的台新太陽跟昇恒昌聯名是當時金門昇恒昌免稅購物廣場開了，因為聯名卡首年跟國賓有合作，加上我幾乎每個月都會出境都能購買有打折，所以辦了這張可以用，當時檢附的薪轉比原額度還高不少，以往也無分期不管多少都直接一次繳清也無產生過滯納金，結果給出50K，之前要購買一個十來萬的產品，要求暫時調額也給的很不漂亮，印象中給八萬的樣子，枉費我養這麼久的卡QAQ

-----
Sent from JPTT on my Samsung SM-G935F.

--
",10月28日
Re: [情報] 全國加油站刷台新~每公升最高降$1.2,12,,"

台新10月~12月加油累積滿8000元贈200元刷卡金的登陸頁面




原PO提供的頁面是顯示全國加油站

最終頁顯示是此刷滿8千贈2百是五大加油站都可以






其他五大加油站也相互累積
(中油
加油站、全國加油站、台亞/鯨世界加油站、台糖加油站)

應該還滿好達成的 加個油不算其他優惠光拿200元 無腦2.5%

但是注意中油限定直營哦 民營就不要去了

--
",#N/A
[問題] 台新@gogo的回饋,28,,"

請問台新gogo卡的回饋是一個月一次結算嗎？

那大家會去算看看回饋金額是否正確嗎？





這是我今天收到的回饋金額

可是感覺有點少

可是又不知道他是怎麼算的？

--
",11月10日
Re: [情報] 澳盛LEXUS聯名卡，停車神卡續存~,3,,"

回應自己的文
有詢問lexus粉絲團，以下是小編的回覆
給常用停車的卡友安心一下xd

您好:

LEXUS聯名卡的停車優惠可以繼續正常使用到星展銀行換發新的卡給您為止。星展換發新
卡的時間以及權益，星展銀行會另外公布，在明年9/30前會完成換卡程序。

如果您到時沒有開卡星展的卡，停車的優惠可以用到明年9/30喔！

另外LEXUS會在11月底公布新合作的聯名卡，最新消息歡次持續關注我們粉絲團。

所以

1.沒開新卡，原卡停車優惠就可以用到明年九月(讚讚)

2.十一月底公布新聯名卡，希望有牛肉


希望不是被晃點~

--
",#N/A
[心得] 中信卡被盜刷五萬多,6,,"

第一次被盜刷

接到中信的簡訊

說我的信用卡有一筆五萬多但授權失敗

看這金額想都不用想就知道不是我刷的

打給客服確認後,客服要我剪卡,兩天後就接到新卡。

還好授權那關就失敗了,真險。

--
", 7/30
[問題] 聯徵cd快結束了,8,,"

剛剛查了一下線上聯徵

被查詢記錄的部分分別是
106.5.8 花旗-新業務(當初是辦卡)
106.6.2 一銀-帳戶管理(應該是調額沒過那次)

想請問大家，如果要辦卡的話
一銀帳戶管理的時間是不是不用管他了？
直接等花旗cd結束即可？

謝謝！

--

謝謝，想請問哪些銀行會看半年的查詢記錄？
", 8/07
[心得] 台新GOGO 元大鑽金MJ 匯豐現金回饋 無印J,4,,"



　[職　　稱]：行政助理

　[工作年資]：三個月

　[年　　齡]：24

　[年 收 入]：310K

　[申請卡別]：1.台新 @GOGO悠遊御璽卡、
　　　　　　　
　　　　　　　2.元大 鑽金icash(M)、鑽金一卡通(J)

　　　　　　　3.匯豐 現金回饋御璽卡

              4.中信 無印良品晶緻卡

　[財力證明]：三個月薪轉、定存100K、活存約200K　（都不是以上銀行XD）

　[是否貸款]：無。

　[核卡額度]：台新100K、元大50K、匯豐60K、中信110K

　[持有卡片]：中信 無印良品白金卡 20K

　[近三個月申請]：無。

　[申請進度]：

　　　　‧台新　10/05(四) 透過 Richart App 線上申請
　　　　　 　　 10/06(五) 進件通知
　　　　　　　　10/11(三) 補件
　　　　　　　　10/12(四) 核卡

　　　　‧元大　10/06(五) 限掛寄出
　　　　　　　　10/13(五) 進件通知
　　　　　　　　10/17(二) 補件
　　　　　　　　10/20(五) 核卡

　　　　‧匯豐　10/05(四) 線上申請送件
　　　　　　　　10/06(五) 補件
　　　　　　　　10/26(四) 核卡

　　　　‧中信　11/04(六) 透過 中信卡優惠 App 加辦
　　　　　　　　11/08(三) 電話照會、核卡

　[心　　得]：

　　　　九月刷虎航促銷機票時發現學生時期辦的卡終於有點無法

　　負荷，於是一頭栽進卡版的世界，看來看去覺得現金回饋比較

　　直覺。因為擔心自己財力及運氣都突破不了無人知曉的辦卡標

　　準，於是鎖定幾張討論度高的熱門卡片一起送了，沒有想到通

　　通都過了我的天啊哈哈哈。

　　　　期間都有接到電話照會，不過忘記紀錄時間。補件是補存

　　簿的資料頁，因為我傻傻地照說明只拍封面，資料在內頁哈哈

　　來來往往拖延了一點時間。

　　　　和板上心得差不多，台新額度有點出乎意料地高，小氣元

　　大只給50K，月底要出去玩能刷多少我先打個問號，還是把匯豐

　　帶著以防萬一。

　　　　最後就是前幾天新推出的無印JCB真的太好看，覺得不辦不

　　行，雖然年收沒達標準，年費什麼的眾說紛紜，還是決定送件看

　　看，還順手勾選了調額，沒想到速速的通過了，正好趕上周年慶

　　開心開心。今年已達3000門檻，不曉得明年生日是領600還是900？


　　　　我的分享到這裡結束，謝謝大家～




--
",11月10日
[問題] 關於聯名卡自動加值,12,,"


有時候買東西用電子票券聯名卡支付，但是卡片裡面的錢就剛好少了一兩元，這個時候就會想說不要為了這些錢又多花500來加值，不足就用現金補。有些超商會跟我講不能這樣，一定要自動加值，有些商店會問你要不要自動價值，但是跟他說不要還是有時候會自動加值，請問大大聯名卡究竟是不是一定要自動加值呢？

-----
Sent from JPTT on my Asus ASUS_Z00AD.

--
", 9/18
[問題] 請問好養的JCB極致卡,12,,"

主要是去日本旅行時會用到
想要JCB極致卡的優惠 機場接送保險等等
想請問大家
哪一家的極致卡比較好養呢
謝謝

--
",11月3日
[心得] 永豐/中信/富邦調額及加辦數位生活核卡,1,,"


[申請卡別]: 中信/永豐/富邦申請調額 以及加班富邦數位生活卡

[職業類別]: 科技業

[工作年資]: 3年

[年齡]: 29

[年收入]: 700k

[提供之財力證明]: 薪轉存摺及300K活存及房屋權狀

[是否貸款]: 目前有房貸餘2000K, 信貸餘700K

[目前持有卡片額度]:

調額前:

永豐保倍卡   20K  (學生卡)
中信漢百     40K  (學生卡)
富邦財神     40K  (學生卡)
花旗現回    154K
花旗饗樂    154K


調額後:

永豐保倍卡  150K
中信漢百    165K
富邦財神    150K (因富邦數位卡已核卡, 所以這張財神預計停用了)

[過程]:

其實學生時代就辦了永豐/中信/富邦這三張(當時半工半讀),

但其實也不常用, 所以額度也一直沒去動

最近在信用卡版潛水一陣子受益良多, 很感謝眾版友們, 所以也來弱弱的分享一下



[永豐保倍卡]
這張當初辦學生卡的時候還是叫三商美邦聯名卡

直接網頁申請調額填200K 附上電子檔 約4天後打來問調額原因

我是回最近打算提高保費 隔天查詢額度就改為150K了

不過其實網頁上有寫學生卡不能直接線上調額, 但我還是直接線上申請XD



[中信漢百聯名卡]
老實說這張幾乎沒在用, 因為一畢業後就離開高雄了

也是網頁申請調額填250K, 等了5天才打公司電話來說要更新我的資料

當天下午再查詢額度為165K~

目前打算加辦其他卡後就停用這張, 但是現在找不到中信其他適合我的卡...



[富邦財神]
這張我潛水後就一直想換成數位生活卡, 但富邦無法線上申請調額

所以就打給客服告知想調額且加辦數位卡, 客服原本是叫我先加辦

不過我還是決定等調額成功後再加辦, 如果調額失敗我就要直接停用

然後等半年後再新辦數位卡還可以拿新戶禮(是說到時優惠一樣還有2%的話...)

富邦調額速度是最快的 填200K, 2天後線上查就150K了

然後馬上線上加辦數位卡, 沒照會就核卡了

但是加辦的隔天7/31竟然有收到新業務通知...



不過一直到現在8/3號了查聯徵都還沒出現, 不知到底有還沒有- -






是說為什麼三家調額都核150左右, 是因為都參考花旗的154K嗎.....

最近打算辦元大鑽金 但因為6月底申請合庫房貸初審已過件 大約8月底會撥款

怕現在聯徵太多, 到時房貸要撥款時會刁難- -

可能等房貸順利撥款後再去元大比較保險(還是沒差?)

希望到時順利核卡讓我再發個心得文~ 謝謝大家


PS:合庫辦房貸時有推一張房貸卡, 業務力推所以就填了, 但我應該不會用XD




--
", 8/03
[公告] 水桶名單 saurik 三個月,0,,"

saurik
三度違反板規
4/1 板規1-2
7/25 板規1-12 進桶2週

在解除水桶後，再度觸犯任一板規，視為故意再犯。
視情節嚴重性停權3個月或以上水桶。

9/30 再度違反板規1-2
水桶3個月

                   板工 MoonAthenaX

--
",10月3日
[問題] 國泰世華的機場停車優惠,7,,"

國泰世華的機場停車優惠有規定要三個月內使用。
請問有哪位試過超過三個月才去停的嗎？
真的會無效嗎？

--

10/23 18:30
",10月23日
[心得] 學生辦卡心得,4,,"

[核卡日/卡別]
05/31 富邦數位生活卡白金V
07/07 富邦鑽保卡白金V
08/30 中信中油聯名卡普J
08/30 中信秀泰聯名卡白金V
09/12 玉山寶雅聯名卡普V
09/19 中信line pay卡御璽V
09/19 中信酷玩卡鈦金M

[職業類別]：學生

[目前工作年資]：3年
5月填兼任助理(從大一到大三)
7月填生活輔導員 (實習期間)

[年齡]：22(1995)

[年收入]：填12萬

[有無貸款]：無(感謝父母)

[提供財力證明]
富邦
僅提供3個月郵局12萬的存款
 (後來加辦鑽保僅電話確認資料及用途)
中信
郵局3個月14萬存款(有學校每月匯入3k的兼任助理費、7月21k薪水)
中信3個月存簿(每月存入9k生活費)
加辦因時間相距不長附一樣的內容
玉山
郵局6個月14萬存款(有學校每月匯入3k的兼任助理費、7月21k薪水)
中信6個月存簿(每月存入9k生活費)
(玉山本來附3個月，電話通知學生要附6個月)

[核卡額度]：各20k

[辦卡進度]
富邦
05/08 同寢室學姊進了富邦到處推銷保險，推銷儲蓄險不成改推銷信用卡
05/16 送件
05/24 電話照會並告知會通知父母，當天跟我媽確認完成
05/26 通知存簿不清楚需補件
06/05 去宿舍櫃檯領卡、開卡
中信
08/26 送件(中油、秀泰同時)
08/28 收件
08/29 電話確認資料、了解年級(?)
08/31 簡訊核准通知
09/04 收到卡片
09/15 加辦酷玩、line pay
09/20 簡訊核准通知
09/27 收到卡片
玉山
08/26 送件
08/29 電話確認資料、通知補件(學生須家長同意書)
09/06 收到家長同意書，當天寄回
09/13 app查詢已核准，製卡中(同一天再次致電我媽)
09/18 收到卡片

[心得]
首Po大家好
7月中才認識了卡版
才知道自己在不知不覺脫白了
以前真的是很無知的孩子
以為visa就是簽帳金融卡
也不懂學姊為什麼說這張卡沒有帳戶也可以辦
第一個月要先付 接下來就可以連結帳戶自動扣款(我聽起來真的以為是別家銀行可以有簽
帳金融卡連結在我的中信帳戶啊

後來要去銀行辦自動扣款才知道
天啊他是信用卡
才開始爬文了解發卡組織、信用卡
自己本身是一隻花錢蟲
真的很害怕失控持卡不到一個月就想剪(我那時候真的天真地以為是把晶片剪掉就叫剪卡
啊)

但是後來表哥建議不要剪
可能會有信用瑕疵
說明一個學生刷一刷真付不起就剪了
就放著就好 反正電子帳單也免年費
而且在出社會前累積信用紀錄

7月初 想幫自己保險
表哥建議我加辦鑽保卡 可以分期付保費
接著就認識銀行版、卡版
中信是因為家鄉只有秀泰影城
想辦秀泰卡 平常有在加油一起辦中油卡
其中7月中開了國泰的帳戶
接著開KOKO 王道 richart
(開戶是因為想要有金融卡)
8月初要去開一銀的帳戶被打槍
(無正當理由)
也送過台新(07/13)
國泰(7/14)
花旗(8/29)
一銀(09/07)被打槍
加辦酷玩卡是因為單純喜歡馬來貘、linepay是因為覺得折扣不錯
而且大家都很推

昨天爬了精華區的文才發現
學生只能辦三家銀行(?)
拿著卡刷下去真的很無感
會不知不覺刷了更多的錢
身邊的人也都很擔心我衝動消費
最後變卡奴
何況瘋狂開戶只是因為想要有卡的執念 又辦了很多卡 把聯徵變得有點可怕
不知道從什麼時候開始覺得拿信用卡
才像大人 還有卡面好看
這種孩子氣的理由

但是真正成熟的人 是會謹慎理財的人吧
我是真心覺得版上的前輩很厲害
說起每張卡好像都侃侃而談
我希望自己有一天也能用信用卡
過更優惠(?)的生活的人
還有台新真的很討厭學生吧XD
這段期間裡 真的很認真鑽研信用卡
同學有需要的時候 都能根據他們想要的功能給與建議 覺得自己也算有進步了

",10月12日
[心得] 匯豐現金回饋御璽卡 核卡,4,,"

[申請卡別] 匯豐現金回饋御璽卡

[職業類別] 傳產

[目前工作年資] 1年4個月

[年齡] 31

[年收入] 填420K

[提供財力證明] 3個月薪轉帳戶證明

[是否貸款] 今年已將學貸全部還清,無其餘貸款

[持有卡片]

兆豐悠遊聯名卡 30K (第一張卡,神奇的額度)
花旗現金回饋白金卡 89K

[核卡額度] 80K

[近三個月申請] 無

[辦卡進度]

8/31 線上申辦+上傳證明文件
9/1  通知需補居住地與戶籍地不同的證明
9/8  銀行打來公司照會,告知1.2天後會發核卡簡訊
9/12 收到簡訊告知9/11核卡成功
9/13 收到卡片

[心得]

本來一直都是用花旗無腦刷,因為在國外也完全沒被擋刷過
但是今年刷香草的機票時,不知道什麼原因一直刷不過
只好請出塵封多年的兆豐卡,才終於刷卡成功...

這張其實是同事推薦的,他比我早2個月申請,也成功核卡
我自己申請時因為薪轉帳戶的存款其實不多,有預感可能會被打槍
所以當時有請元大寄鑽金卡申請書(9/1告知)給我,想說至少多個備案
沒想到元大動作超慢,我今天同時收到匯豐卡跟元大申請書Orz
那這樣我還要辦元大嗎 囧

匯豐核卡標準真的跟花旗一樣迷,幾年前申辦花旗時連照會都沒有就核卡成功...

--
", 9/22
[心得] 台新GoGo卡未核?聯邦卡核卡,8,,"

[職業] 工程師

[年齡] 30

[性別] 男

[年資] 2年

[年收入] 600k

[申請卡別]  台新GoGo卡?聯邦卡全國加油卡

[提供之財力證明]  去年扣憑58萬

[是否有貸款] 有?

?持有卡片?




?最近聯徵次數?聯徵分數444分




過程：

台新
9/5：app申請
9/6：收件
9/7：收到拒絕簡訊


聯邦
9/10：寄出
9/14：無照會收到核卡簡訊，核卡8萬額度
9/19：收到卡片

心得：

最近一年辦台新卡都沒過，這次還先送台新，再送聯邦，

因為最近有幾筆大額分期零利率，所以授信額度高，分數才低

辦聯邦加油站信用卡主要是最近常常會開車出去玩，新戶核卡禮會選半年每公升降＄3補
貼一下油錢！

今天有線上申辦澳盛現金回饋卡，希望可以核卡，


--
", 9/19
[心得] 小白 台新@gogo悠遊御璽卡,3,,"

[申請卡別]：台新@gogo悠遊御璽卡

[職業類別]：製造業行政職

[年齡]：28

[工作年資]：薪轉帳戶 5天 加上 2個月

[年收入]：填寫 420K

[提供之財力證明]：網路銀行APP薪轉紀錄

[有無貸款]：無

[已持有信用卡額度]：無

[近三個月申請]：無

[核卡額度]：110K

[核卡過程]：

09/12 線上申請

09/13 簡訊通知通知審核天數3~5天

09/14 客服電話沒接到 當日收到簡訊通知 尚缺資料

09/15(五) 未接到照會電話

09/18(一) 中午接到電話問資料確認，當日下午三點多收到簡訊通知預計兩週內寄出卡片

09/21(四) 收到寄來的卡片文件

心得
本人很魯 以前工作都用郵局帳戶 完全沒申請過任何信用卡 剛好新工作兩個多月就想說
申請看看薪轉帳戶 台新 其實比我預期審核速度還快

--
", 9/24
