,Unnamed: 0,Unnamed: 0.1,titl,link,push,auth,date,text,reply,date_new,predict_tag,final_push
3913,3913,12575,Re: [討論] 台灣的美國運通是不是孤兒,/bbs/creditcard/M.1512826396.A.FA5.html,13,Duwell,12/09,"

很簡單

不覺得每次要消費

都得詢問: 請問你們可以刷AE嗎?

搞得很卑微似的(而且台灣大部分地方不能刷,就算這幾年多了一咪咪地方...)

刷個卡還要問東問西上網做好功課查詢這家可以使用唷XD

然後總算AE宣布某家餐廳還是某個商店可以使用了就超爽

而非VISA/MASTER只要能刷卡就能使用
(也不能夠怪商家,誰叫AE收的手續費比M/V還高,
 站在店家的角度,在台灣根本不會有人只有AE能刷,當然直接就不收AE了阿~)

除了少數特定族群之外~(刷破百萬,常旅遊之類的人)

在台灣沒有國外好用是不爭的事實

黑卡被比他低階的藍寶石卡搶走一堆市場也是不爭的事實

一般使用者可能只剩下拿出來刷的時候自己高潮一下用吧
(還有就是幻想店員看到你的AE覺得好棒棒^^)

阿差點忘了~還有期待有一天自己的AE卡刷到能夠被邀請辦黑卡這樣期盼...^.<

--
",14,2017-12-09,0.10191057747506263,13
3914,3914,12576,[討論] 拿linepay買數位貨幣衝刷卡金有搞頭嗎,/bbs/creditcard/M.1512826720.A.8DE.html,22,qxxrbull,12/09,"


中信的linepay簽帳金融卡
刷超過36萬就很有機會被邀請申辦linepay頂級卡
我在思考如果拿去刷數位貨幣
像是比特幣之類的
然後刷完後再在台灣的數位貨幣p2p市集賣掉剛才買的
賣掉的錢再存進去中信的帳戶刷
這樣用大概十萬滾出36萬的刷卡金額 獲取邀請資格
雖然那個算是海外消費要1.5%
但是LP有3% 所以看起來還是可以多少回本
不知道大家覺得是否可行呢

-----
Sent from JPTT on my LeMobile LEX820.

--
1.你不管後半輩子再怎麼努力，都比不上你投胎那一次的努力             @qxxrbull
2.努力用功一輩子，不如你爸媽給你一棟北市精華區的房子
3.你工作一年連100萬都賺不到，人家買個1200張中華票券擺一年就有100萬
4.要從沒錢變有錢很困難，要從有錢變更有錢很簡單
5.法律規定不能教唆他人自殺，因為當所有窮人都自殺了，有錢人也沒辦法一直有錢了
6.自殺前記得用盡你的能力貸款，在選擇權結算日前全梭一邊，這是你死前翻身的機會

--
",26,2017-12-09,0.429241374984252,22
3925,3925,12587,[問題] 台新國泰聯名卡與馬可孛羅卡,/bbs/creditcard/M.1512880601.A.CD7.html,16,cph316,12/10,"

請問馬可孛羅綠卡是一年
有規定哪時候要申請完嗎?

可以晚點申請 讓這年往後延嗎???

上面只有寫十天後可以申請
但沒說哪時候要申請完...


--
",18,2017-12-10,0.3445229924589465,16
3927,3927,12589,Fw: [新聞] 等了8個月 7-ELEVEN可使用Apple Pay了,/bbs/creditcard/M.1512894325.A.7E4.html,8,conk,12/10,"



作者: bignoob (有我嫩嗎) 看板: MobilePay
標題: [新聞] 等了8個月 7-ELEVEN可使用Apple Pay了
時間: Sun Dec 10 16:12:09 2017



〔記者楊雅民／台北報導〕

蘋果Apple Pay於今年3月29日在台灣市場上線，可使用的通路名單卻遲遲未見全台最大的

零售通路7-ELEVEN加入，但眼尖的消費者發現，部分7-ELEVEN門市已可以使用Apple Pay

和Samsung Pay，但初期只限綁定國泰世華信用卡，統一超商明日將正式宣布此消息。


根據統一超商的觀察，民眾對行動支付的接受度越來越高，今年的交易筆數比去年同期成

長了近20倍，統一超商目前已有多項支付方式供消費者選擇，在電子票證方面，統一支援

 i-cash、悠遊卡、一卡通；行動支付則支援 Line Pay、 pi行動錢包、中信直接付、支

付寶，以及微信支付等方式。



，預期將宣布導入Apple Pay和Samsung Pay的行動支

付方式，但初期只限綁定國泰世華信用卡，希望能讓顧客有更好的消費體驗。

--


",12,2017-12-10,0.5849544447618786,8
3936,3936,12598,[問題] koko卡申請 無法上傳證件,/bbs/creditcard/M.1512922964.A.826.html,9,squ891,12/11,"

我看版上沒看到有人遇到這個問題

我下載KOKO APP後
到了上傳證件步驟 無法上傳證件
(點相機圖示完全不理我)

空白的證件 點選上傳
畫面直接是廣告文 要我申辦
(Loop 申請5次 就被告知隔日再辦)

目前我推測可能是android版本太舊(android 4.4.2)

有人也遇到這個問題嘛？

--
Sent from my Android

--
",12,2017-12-11,0.1973598538042825,9
3940,3940,12602,[公告] 水桶名單 andykhu01,/bbs/creditcard/M.1512955355.A.44D.html,0,MoonAthenaX,12/11,"

第一條 輕度犯規  處理：砍文 / 警告1次 / 視情節劣文

   3. 未爬文：發文前請先參考「官網」、「精華區」與「板上之文章」。(註1)

andykhu01
二度違反板規
12/1  板規1-3一行文
12/11 板規1-3一行文
已累計2次警告 水桶兩週

                   板工 MoonAthenaX

--
",0,2017-12-11,0.3513119151365061,0
3941,3941,12603,Re: [問題] friday錢包綁中信linepay,/bbs/creditcard/M.1512955593.A.21B.html,3,gaoi,12/11,"


剛剛爬文看到這篇想順便詢問一下
我在上禮拜才剛剛下載friday錢包
目前只有成功綁訂遠銀C'est Moi我的卡為預設卡
之後想再新增一張中信LinePay卡卻一直認證失敗
最後認證的時有輸入正確的OTP，還還是認證失敗
請問friday支付有限定可綁訂的銀行嗎？

--
",6,2017-12-11,0.5059946199421465,3
3942,3942,12604,[情報] 爭鮮滿八盤贈一盤 玉山Apple Pay,/bbs/creditcard/M.1512956605.A.C61.html,11,candice1214,12/11,"

昨天吃爭鮮看到的
覺得還不錯
分享給大家

以前用過國泰
滿10盤送一盤覺得不錯
這個更好一些





--
",19,2017-12-11,0.4902009742394357,11
3957,3957,12619,[情報] 玉山家樂福聯名卡 新卡面,/bbs/creditcard/M.1512985278.A.07B.html,9,opteron165,12/11,"

翻DM的時候翻到的 覺得之前ICASH版比較好看 不過至少沒有把悠遊卡印在卡上了



--
",14,2017-12-11,0.21963728259253756,9
3973,3973,12635,[閒聊] 花旗信用卡繳費-郵局可以了??,/bbs/creditcard/M.1513040015.A.EB2.html,8,manet88651,12/12,"

剛要上花旗網銀準備繳這期的卡費
突然發現花旗現在可以用郵局的帳戶繳費了喔...
那這樣就不用把錢轉到另外一個帳號去做一個多餘的動作了
直接在花旗網銀打郵局的帳號線上付款就可以了，不知道有沒有人發現到這個訊息了

--
",9,2017-12-12,0.5864240075824688,8
3975,3975,12637,[問題] 網路訂購再馬上取消還會請款嗎？（國外,/bbs/creditcard/M.1513044673.A.8D7.html,5,AnanP,12/12,"



在日本亞馬遜買了一些東西

有幾樣東西是一起寄來
不過有一樣1XX多塊是另外寄

當時刷卡沒看清楚，所以就用了信用卡付款後確定

結果看ＥＭＡＩＬ才發現

另外寄的那一樣，運費500 比我花在商品本身還要貴
我就馬上取消了

這樣的話，我立刻取消他還會跟銀行請款嗎？
畢竟如果請款又退款，這樣手續費要付又要承擔匯差....

不知道有無經驗者可以解惑，謝謝

--
",7,2017-12-12,0.2715664618808125,5
3983,3983,12645,[問題] 澳盛網站查帳單的功能跟查金額要去哪用?,/bbs/creditcard/M.1513065280.A.8E5.html,0,apididymas,12/12,"

澳盛網站 怎麼忽然不能進去

要去哪線上列印帳單  跟  查我消費明細

謝謝

--

--
",15,2017-12-12,0.3227979251981473,0
3990,3990,12652,[問題] 台新GOGO刷卡超過數位帳戶裡的錢,/bbs/creditcard/M.1513083429.A.6B9.html,0,octy,12/12,"

本身常刷GOGO卡，綁定數位帳戶扣款
也有設定每月Richart ACH自動轉帳
目前帳戶以只有約5萬元
但目前想刷1筆6萬多的消費

若我在扣款前，轉了7萬的錢進數位帳戶
到時銀行自動扣繳信用卡費時
帳戶裡原本 5萬元(年息1%)的  &  另外匯的7萬(無年息1%)
他會怎麼去扣這6萬多塊卡費
是否會影響我原本5萬元(年息1%)的利息?


--
",16,2017-12-12,0.3060188937315105,0
3995,3995,12657,Re: [問題] JCB 香港Plaza Premium 貴賓室使用？,/bbs/creditcard/M.1513086495.A.E0E.html,7,san06182003,12/12,"

藉這個標題問一下

我今年9/12在香港的出境層使用貴環亞賓室

過的卡是鑽金JCB 所以應該有符合免費規定

當時也還在9/30的免費期前

可是今天收到的帳單卻顯示了這筆收費NT950元且沒有被抵銷

消費跟入帳日都是11/30 (明細寫9/12環亞貴賓室使用)



請問有人也是在免費期前使用卻仍被收費的嗎?

這樣我應該是要去找JCB還是找元大處裡?

--
",8,2017-12-12,0.4783960379976362,7
3996,3996,12658,[心得] 國泰台塑聯名卡加油金換禮券,/bbs/creditcard/M.1513087541.A.F46.html,7,olay1206,12/12,"




剛剛從朋友那得知
台塑聯名卡加油金可以從這裡換贈品哦！
本人已換購500元家樂福禮券
（原本要剪卡了整個賺到XD）
時間只到12/31

有興趣的人快去看看吧～～

--
",10,2017-12-12,0.4903339185272912,7
3997,3997,12659,[問題] 玉山的家樂福 icash 聯名卡,/bbs/creditcard/M.1513088602.A.BC8.html,1,geniouss,12/12,"

這張卡有星期一刷滿 999 就能免費領取星巴克咖啡一杯，刷完後有傳簡訊給我到某一個
網址填資料即可
，但我不小心誤刪了那個網址，所以不知道到哪裡去填，能否請大家指引一下該如何解決
呢?謝謝

--
",2,2017-12-12,0.6667836363952979,1
4008,4008,12670,[問題] 信用卡最低繳款,/bbs/creditcard/M.1513149243.A.D76.html,5,vv73905,12/13,"

因為最近手頭比較緊，這期只能繳最低$5645請問帳單截止日為12/10，繳款截止日為12/2
4，在12/8已轉帳繳費5000，那在截止日前是不是再補足645就好呢？

--
",11,2017-12-13,0.6208904292629025,5
4012,4012,12674,[問題] 請問辦koko補件與LP鼎邀疑問,/bbs/creditcard/M.1513152924.A.E67.html,4,loveteppei,12/13,"

1. 我用手機申辦koko卡，帳戶過了，
   有順便申辦koko combo卡，可是我從來沒有國泰的戶頭與信用卡
   剛剛國泰打來叫我用 國泰app裡有補件的功能，晃神中只說好好。
   但剛下載下來後，發現我根本沒有國泰銀的帳戶啊...怎麼上傳補件？

2. 另外收到line pay鼎極卡符合資格簡訊有5天了，爬文說能夠直接上傳
   申辦，請問網址是？因為我找好久，都只有一般line pay卡能申請而已

--
",6,2017-12-13,0.3885361756117465,4
4022,4022,12684,[問題] 最近辦卡的人變少了?,/bbs/creditcard/M.1513168494.A.D59.html,-10,HANASUCIA,12/13,"

昨天去中信銀行元大銀行，今天去國泰世華銀行

都是臨櫃辦理信用卡業務，都不用排隊

是不是大家都在等2018年的新戶利多呢？


--
",19,2017-12-13,0.4967404937195178,-10
4043,4043,12705,[問題] 大眾和元大合併之後分享卡還存在嗎?,/bbs/creditcard/M.1513228266.A.424.html,3,Nokia4ever,12/14,"

請問

我目前有一張大眾的分享卡

刷卡會自動分成四期繳

之後大眾和元大合併之後

這張卡還會存在嗎?

是會變成元大分享卡，一樣分期

還是就變成普通的信用卡了?

謝謝

--
",10,2017-12-14,0.31117810144411645,3
4047,4047,12709,Re: [情報] 台新銀行財富無限卡 (官網),/bbs/creditcard/M.1513237317.A.731.html,3,einard6666,12/14,"

 話說昨天晚上無聊逛台新網站時發現顏色怎麼變了

 正想要怪ipad的時候

 仔細讀了一下文字敘述


 ※感謝貴賓申辦踴躍，財富無限卡自2017/12/1起，新申請與
   既有客戶的毀損/掛失補發換卡皆以黑色新卡面發行。



 不知道是不是成本考量 還是另有原因?

 新的黑色卡面是不難看啦

 可是現在手上這張嵌水晶的就絕後

 要小心不要弄丟才好



--
",4,2017-12-14,0.3666166665606753,3
4054,4054,12716,[問題] 國泰長榮航空聯名卡-龍騰卡,/bbs/creditcard/M.1513244877.A.90E.html,6,attila2,12/14,"


卡別:國泰長榮航空極致無限卡

前次測試使用龍騰卡進Bistro餐廳用餐後

再進長榮貴賓室因搭乘的仍是長榮，非再次使用龍騰卡所以成功PASS

但是很好奇極致無限卡的龍騰卡免費能否單次航班進Bistro

然後再使用龍騰卡免費進環亞的貴賓室?

不知道這種不能問克服的問題有沒有大大嘗試過?

--
",9,2017-12-14,0.3505662915255522,6
4057,4057,12719,[閒聊] 渣打使出打槍combo技，一槍不夠就打二槍,/bbs/creditcard/M.1513252259.A.B3F.html,20,g666666o,12/14,"

11/29 申請卡片，拉「新業務」聯徵

12/04 被打槍

12/09 再度拉「新業務」聯徵

12/14 2度打槍


  有圖有真相

渣打，謝謝你給我的希望，都是那麼地讓人絕望

--
",25,2017-12-14,0.7229924963418854,20
4069,4069,12731,[問題] 核發較為輕鬆的卡,/bbs/creditcard/M.1513299608.A.D84.html,9,shenyang,12/15,"

通常小白們為了要脫白，都會選擇核發較為輕鬆的卡片下手，

但輕鬆與否也沒有一個標準，所以上來請問具發卡壓力的卡和可讓銀行賺錢的卡。

下列分為兩種：聯名卡、不可免年費的卡

上述兩種卡片，第一種是具有發卡壓力的，第二種是銀行必賺年費的卡。

聯名卡為了可以達到當初簽約時所簽訂的發卡量，審核上可能會略微簡單，以利發卡量達
標，

不可免年費的卡則是因為銀行一核發給你，就等同賺了你的年費，是銀行收入來源的一部
分，

不知道我的邏輯是否正確，想上來討論相關議題，謝謝～

--
",13,2017-12-15,0.6530399316338902,9
4085,4085,12747,[情報]  ANA晶緻/商務御璽2018權益,/bbs/creditcard/M.1513336562.A.7D6.html,19,goodbyetot,12/15,"

剛剛收到中信傳簡訊續繳年費方案，
發現到明年一般30元一哩、海外15元一哩！
跟今年一樣～
剛剛上網查了一下中信網頁還沒看到！
有在等看要不要續卡的可以安心了～





--
",21,2017-12-15,0.4109601864584317,19
4086,4086,12748,[問題] Airbnb 刷國內房源,/bbs/creditcard/M.1513338225.A.53A.html,3,LSHR,12/15,"

大家好

有爬過文不過沒有看到能解惑的～
我第一次使用Airbnb,要訂國內房源，
請問用元大鑽金是算海外消費2.2%嗎？
還是應該用富邦數位卡網路消費2%比較好？

謝謝各位

--
",5,2017-12-15,0.44911095641194826,3
4114,4114,12776,[新聞] 中油聯名卡 三雄搶發卡權,/bbs/creditcard/M.1513423304.A.DED.html,35,orange21,12/16,"


2017-12-16 02:02經濟日報 記者郭幸宜／台北報導

中油聯名卡合約將在明年5月到期，據悉，中信銀、玉山銀與台新銀三家銀行都已通過資
格審查，進入實質審查，三家銀行磨刀霍霍爭搶中油聯名卡發卡權。

中信銀2012年二度拿下中油聯名卡發卡權，原本合約應該在明年1月20日到期，但因信用
卡收單與聯名卡標案遴選作業期約需半年，因此將合約延後至明年5月，新一輪的合約期
也從五年拉長為七年。

 根據政府電子採購網公告，信用卡收單與聯名卡標案已在日前完成資格標開標，由中信
銀、玉山銀及台新銀通過資格審查，接下來將進入實質審查，由高分者取得優先議價權。

中油聯名卡目前流通卡數約120萬張，以中信銀11月流通卡631萬張計算，占中信銀流通卡
數五分之一，該卡每年共簽帳金額更有上千億元。中信目前在簽帳金額與有效卡數都僅次
於國泰世華，加上後有玉山追趕，因此對中信銀來說，中油聯名卡有「掉不得」的壓力。

截至11月底，國泰世華流通卡數601萬張，中信銀流通卡數603萬張，有意搶親的玉山銀與
台新銀，目前流通卡數分別為455萬張、408萬張，一旦中油聯名卡遭攔截成功，不僅流通
卡數被玉山、台新超車，簽帳金額更將因此大失血。

市場人士認為，中油聯名卡看似三強競爭，但從招標條件來看，與中油合作超過十年以上
的中信銀贏面較大。首先，投標銀行必須同時具備發卡與收單資格，首年自行收單比例至
少要9%以上，且逐年增加，若收單比率未達規定，則必須由發卡行自行補足差額。

到了第五年後，發卡行自行收單比率將拉高至20%，對新得標銀行來說，壓力頗大，而且
中油聯名卡近幾年在中信銀經營下，自行收單比重已超過二成。

圖 



來源







跟年初有提到的三家銀行一樣@@

--
",52,2017-12-16,0.5430148488255783,35
4129,4129,12791,[問題] 玉山世界卡生日禮,/bbs/creditcard/M.1513530096.A.0DD.html,22,HOKAIDO,12/18,"



想問玉山世界卡生日禮 登琪爾SPA

這個有人去體驗過嗎 會不會被瘋狂推銷

生日禮內容:

生日禮：煥活輕背按摩療程共30分鐘。
包含內容：
寧心洗塵茶
暖身休憩桑拿30分鐘
煥活輕背按摩按摩30分鐘
原型花草茶、時令水果及輕纖點心


另外想問聯邦法拉利無限卡大家有收到生日禮嗎

我今年剛辦沒收到

--
",27,2017-12-18,0.6084945765140546,22
4135,4135,12797,[情報] 台銀 導盲犬認同卡，月送100禮券,/bbs/creditcard/M.1513584746.A.1D0.html,5,stu8529,12/18,"

信用卡版首po分享
剛剛收到台銀的email，導盲犬認同卡，還不錯
月刷588，送100元7-11禮券，分享給大家。

但是限定學貸貸款戶就是了



--
",8,2017-12-18,0.6577584618789056,5
4139,4139,12801,[問題] 聯邦銀行mastercard國外交易刷退手續費,/bbs/creditcard/M.1513595798.A.274.html,1,tnsshnews,12/18,"

大家好,

以前用元大銀行的Master信用卡在國外訂飯店,

後來將飯店退掉之後, 手續費的費用都會退回,

不過這次改用聯邦銀行的信用卡, 也是退刷飯店的費用,

結果聯邦銀行說無法刷退手續費, 於是上網查詢了一下,

確實是要看銀行, 並不是每一間銀行都會刷退,

但上網查了一下資料, 看到不少文章說聯邦會退,

但銀行端又堅持說是不能退的,

請問各位大大以後要怎樣判斷

哪間銀行能退/哪間銀行又不能退 呢?


謝謝

--
",1,2017-12-18,0.3432889814537952,1
4154,4154,12816,[問題] 國泰未開戶 辦卡 需臨櫃嗎,/bbs/creditcard/M.1513614819.A.71E.html,5,ballgi,12/19,"

請問想辦 koko combo卡
沒有國泰的存戶是不是就只能臨櫃
台新不用，所以想了解是不是要臨櫃才行？

--
",10,2017-12-19,0.33905565895398154,5
4157,4157,12819,[問題] 是否沒接到照會電話就會被打搶,/bbs/creditcard/M.1513620397.A.48B.html,5,samanthaha,12/19,"

25歲小白

半年內申請了

富邦數位生活50k
花旗饗樂生活74k
台新黑狗24k

前天線上申請了中信linepay覺得穩過
但因為我今天手機沒電
沒接到中信打來的電話
晚上再登app看就發現已被打槍
請問有補救方法或有類似經驗嗎謝謝

--
",12,2017-12-19,0.8943064391900959,5
4158,4158,12820,[問題]DCC上身求助,/bbs/creditcard/M.1513622229.A.2E0.html,10,pokisid,12/19,"

我想請問一下版上各位強者

本人現在用的是元大鑽金M

今天在香港刷卡時有主動先跟店員提說刷港幣

因為店員很急，所以就趕緊簽名離開了

回家檢查帳單時才發現中了DCC

1190HKD 匯率竟然是4.1 換算TWD 4922

我今天刷的其他筆店家沒選錯、沒中DCC的

匯率都是3.83 這樣推算也才TWD 4558

以這樣來說就虧了364

因為是幫朋友代買東西（沒賺錢）

已經跟朋友說了正常匯率的價錢（4558

所以可能要自行吸收這價差

（代買東西的悲哀............）

想請問一下

這樣的情況能夠回去刷退改付現金嗎？

還是要先打給銀行做溝通






謝謝大家看完






--
",14,2017-12-19,0.2861813087295201,10
4159,4159,12821,[問題] 國泰KOKO combo icash是不是衝發卡量,/bbs/creditcard/M.1513623114.A.4A5.html,0,HANASUCIA,12/19,"

上個月才辦一筆信貸80萬
本身年收入才35萬
身上也有很多家銀行信用卡
大筆金額在分期，結果去國泰
新辦koko combo icash信用卡
昨天也收到卡片了，是不是在衝
發卡量比較好辦呢？

--
",13,2017-12-19,0.25058257059804523,0
4162,4162,12824,iCASH繳勞保費，自動加值次數？,/bbs/creditcard/M.1513644745.A.DF0.html,16,chungyou,12/19,"

請問iCASH 信用卡繳勞保費
如果iCASH餘額是0元，繳勞保費8000元的話，會自動加值幾次 ？

--
",21,2017-12-19,0.3709226476964488,16
4171,4171,12833,[問題] 中信雙幣卡,/bbs/creditcard/M.1513674883.A.56F.html,0,dd21,12/19,"

我目前工作收入全是以外幣計算，

一直以來都是用玉山的美金/日幣卡，

今天在中信開了戶，以後資產一部份也要配置在中信，

想請問板友有沒有同時擁有玉山和中信的外幣卡，

能夠分享一點經驗的，

謝謝

--
",1,2017-12-19,0.6795747019429073,0
4180,4180,12842,[閒聊] 星巴克刷卡機即將換成國泰世華,/bbs/creditcard/M.1513687675.A.024.html,22,adaniel,12/19,"


剛剛去星巴克消費.發現刷卡機從原本的中國信託

換成國泰世華.就詢問了店員

店員告知目前正在測試.之後就會全台門市正式啟用

之前屈臣式也是由中信換國泰

也傳出國泰世華即將要發行屈臣式聯名卡

不知道台灣的星巴克是不是有機會也發行聯名卡？




--
",25,2017-12-19,0.2096741504414147,22
4184,4184,12846,[問題] 請問渣打信用卡刷卡通知？？,/bbs/creditcard/M.1513691771.A.0B9.html,15,carefor,12/19,"


跟大家一樣，手癢去辦了張渣打現金卡
可是很不習慣它消費都沒有即時通知

上渣打APP查《未出帳單明細》
裡面也沒有顯示刷了什麼

設定APP裡面的即時通知
簡訊要滿5000以上才會發
Email會delay個1-2天，都想不起是刷什麼了(delay1~2天算甚麼即時= =)

請問大家是怎麼查渣打這張卡的刷卡明細的？我只是想知道最近已刷了多少

-----
Sent from JPTT on my Samsung SM-N9208.

--
",20,2017-12-19,0.3647885964543913,15
4186,4186,12848,[問題] 渣打申請書回郵,/bbs/creditcard/M.1513696727.A.23A.html,9,Rinya,12/19,"

之前寄信去索取到三大pay申請書電子檔後，
就寫一寫連資料一起,把有渣打地址封面剪下貼信封，直接丟平信郵筒，
結果快2週了 現在業務說沒收到信.....
現在想想他的封面沒有廣告回函那個標誌，
可是辦過其他間的都有欸，
有寄過渣打的人也是直接寄嗎？
難道是因為我沒貼郵票才寄不到QQ
也不知道是郵局的問題，還是渣打搞丟，
當時想說是寄郵政信箱又離寄件地不遠，就寄平信了，
早知道還是該用掛號，我的個資......

--

我丟的郵筒是綠紅各一半的

業務說不用貼 我也沒多想就沒貼
",11,2017-12-19,0.6490206291853968,9
4188,4188,12850,[問題] 中信linepay國外網站刷退會退手續費嗎？,/bbs/creditcard/M.1513708355.A.B11.html,7,cury,12/20,"


請問中信linepay國外網站刷退會退手續費嗎?
在考慮要刷元大或是中信訂房
謝謝!

--
",7,2017-12-20,0.23972415586926885,7
4190,4190,12852,[情報] 106年11月信用卡發卡量與簽帳金額,/bbs/creditcard/M.1513732788.A.97C.html,33,FWade,12/20,"

106年11月信用卡發卡量與簽帳金額

有效卡數最高為國泰，有效卡率最高為花旗，
簽帳金額最高為國泰，平均簽帳金額最高為美運。





機構  流通卡數   有效卡數  有效卡率 發卡數  停卡數  淨發卡數 簽帳額(M) 平均
國泰  6,019,759  4,340,213  72.10%  64,965  45,929   19,036   40,473   9,325
中信  6,319,914  4,070,669  64.41%  88,697  50,983   37,714   36,990   9,087
玉山  4,559,293  3,207,996  70.36%  45,515  27,990   17,525   25,643   7,993
台新  4,089,053  2,902,070  70.97%  53,388  16,449   36,939   22,211   7,654
花旗  2,897,396  2,472,218  85.33%  24,689  22,658    2,031   21,693   8,775
富邦  2,359,985  1,745,757  73.97%  20,382  14,363    6,019   17,533  10,043
聯邦  2,028,628  1,148,523  56.62%  27,229  16,722   10,507    7,329   6,381
永豐  1,829,301  1,037,650  56.72%  13,645  12,786      859    7,039   6,784
遠東  1,476,437    970,429  65.73%  21,367  20,908      459    4,896   5,045
華南  1,049,237    790,854  75.37%  21,587   9,706   11,881    4,816   6,090
一銀    996,709    650,873  65.30%   9,654   9,930     -276    4,590   7,052
新光    891,178    481,701  54.05%   5,480  12,735   -7,255    4,262   8,848
元大    647,066    457,492  70.70%   9,797   4,861    4,936    5,390  11,782
兆豐    660,165    442,634  67.05%  14,755   4,232   10,523    2,779   6,278
匯豐    590,303    408,804  69.25%   8,134   7,288      846    5,440  13,307
澳盛    539,541    320,403  59.38%   3,258   5,068   -1,810    2,740   8,552
大眾    569,395    315,697  55.44%   5,804   6,340     -536    1,923   6,091
合庫    475,384    293,059  61.65%   6,224   3,882    2,342    2,809   9,585
樂天    362,118    247,110  68.24%  12,707     901   11,806    1,266   5,123
彰銀    426,882    201,302  47.16%   1,813   2,759     -946    1,376   6,836
渣打    328,852    197,366  60.02%  10,431   4,271    6,160    1,226   6,212
凱基    446,376    192,739  43.18%   5,562   7,109   -1,547    1,077   5,588
上海    359,225    185,120  51.53%   1,360   2,455   -1,095    1,119   6,045
土銀    264,704    140,588  53.11%   3,136   1,493    1,643      832   5,918
台企    324,945    127,688  39.30%   1,639   1,958     -319      975   7,636
台銀    242,773    122,852  50.60%     889   4,563   -3,674      676   5,503
美運    168,426    111,268  66.06%   2,966   2,833      133    4,285  38,511
日盛    171,519    100,294  58.47%     391     660     -269      408   4,068
台中    210,452     84,271  40.04%   1,919   1,481      438      596   7,072
安泰    153,596     67,319  43.83%     681     427      254      451   6,699
陽信     93,361     50,264  53.84%   1,181   1,322     -141      324   6,446
永旺     72,288     31,734  43.90%     113     553     -440      129   4,065
三信     16,035     10,820  67.48%      96      73       23      116  10,721
華泰     10,434      6,076  58.23%      34      38       -4       50   8,229
星展     11,738      5,451  46.44%       9     146     -137       48   8,806
高雄     10,694      4,545  42.50%      77      43       34      153  33,663

一、資料來源：各金融機構自行申報

二、揭露項目及認定標準：
      1. 流通卡數：發卡總數減停卡總數，且卡片狀況為正常者
      2. 有效卡數：最近六個月有消費紀錄之卡，不含Debit卡，只有郵購分期交易亦算
有
      3. 有效卡率：有效卡數 / 流通卡數
      4. 當月發卡數：不含補發卡、續卡。
      5. 當月停卡數：指新增停卡部分。
      6. 當月淨發卡數：當月發卡數 - 當月停卡數
      7. 簽帳金額：持卡人當月刷卡消費金額，如屬分期消費帳款應於消費當月全數申
報本欄
      8. 平均：簽帳金額 / 有效卡數

--
",37,2017-12-20,0.2613662716156883,33
4191,4191,12853,[問題] 國泰 KOKO 刷卡不會立即告知嗎?,/bbs/creditcard/M.1513734574.A.F04.html,18,conner0128,12/20,"

昨天開卡後

就刷了兩筆900的東西 (APPLE STORE)

結果都沒有任何訊息跳出

未出帳消費也顯示0元

是不是KOKO不會立即顯示刷卡消費?

因為都拿來網購 沒有立即顯示有點不安心..

--
",22,2017-12-20,0.3661799759973007,18
4217,4217,12879,[問題] KOKO combo I cash 首刷禮,/bbs/creditcard/M.1513772388.A.39D.html,0,EMudiay,12/20,"

大家好

請問國泰koko combo icash首刷禮
其中一項條件是自動儲值三次
請問如果是搭捷運感應卡時的自動儲值也包含嗎？
謝謝大家

--
",9,2017-12-20,-0.16695151812127215,0
4222,4222,12884,[問題] 富邦海外刷卡請款跟退款同一天,/bbs/creditcard/M.1513780102.A.2DD.html,1,applied,12/20,"

大家好，如題，不小心在網路上刷卡（外幣），當下馬上申請取消退款。
我知道請款跟退款可能不同天會有匯差，但是同一天請退款還是有了匯差，這個可以爭取
嗎？（外幣金額都一樣）




--
",4,2017-12-20,-0.014602966471950087,1
4225,4225,12887,[情報] 原ANZ飛行御璽卡至DBS後續積分計算方式,/bbs/creditcard/M.1513787532.A.935.html,2,kenny53,12/21,"

如題~因為沒看到先前是否有PO，所以有重復的話，再麻請告知，我再自刪..

就飛行積金而言，一切都沒有變，仍然是23元/點。
兌換比例仍是1:1，有效期限到2018年10月30日。
新兌換表網址如下：




--
  臉皮厚一點  日子就好過一點

--
",2,2017-12-21,0.3812769134592999,2
4233,4233,12895,Re: [討論] 停車卡的選擇,/bbs/creditcard/M.1513838831.A.932.html,8,V66,12/21,"

2018即將來到

昨天去停一小時40元嘟嘟房好痛

想說來研究一下2018年各信用卡免費停車條件


目前只知道 華南 旅鑽個人商務信用卡

前一個月消費12000 隔月10天免費2小時......

12000有點難

請大家繼續接力.....

--


--
",19,2017-12-21,0.3080587747743673,8
4234,4234,12896,[問題] KOKO icach無法繳瓦斯及電費,/bbs/creditcard/M.1513841143.A.5DD.html,10,faye543,12/21,"

剛才照版上回報可以用icash扣款繳水電瓦斯，就帶著KOKO卡去繳瓦斯及電費
但店員試了很久都無法扣款
連最後要用刷卡的也無法...

請問有人也遇到這個情況嗎？

--
",18,2017-12-21,0.2884837447620253,10
